time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2017-04-22,1007.6,0.27,3.79,0.0,8.04,57.42,10.61,12.59,1.42,7252.0,0,Lettuce,LateSeasonStage,0.9,3
2017-04-23,1005.04,0.25,3.39,0.0,9.58,71.83,13.05,13.43,31.54,6489.0,0,Lentil,MidSeasonStage,1.1,3
2017-04-24,1005.28,0.24,3.62,0.0,4.69,76.71,13.45,14.29,23.21,6745.0,2,Lentil,LateSeasonStage,0.5,2
2017-04-25,1002.38,0.24,3.98,0.0,6.12,77.46,13.5,14.51,0.42,7323.0,0,Cotton,InitialStage,0.45,2
2017-04-26,999.73,0.23,3.73,0.0,9.96,79.62,15.07,15.95,16.33,6963.0,0,Lettuce,CropDevStage,0.6,2
2017-04-27,998.74,0.22,3.48,0.3,9.02,77.0,17.06,17.68,46.38,6003.0,0,Cotton,InitialStage,0.45,2
2017-04-28,997.25,0.25,1.92,5.2,10.41,83.46,14.68,15.85,69.54,3737.0,2,Cucumber,CropDevStage,0.7,0
2017-04-29,997.24,0.26,4.08,0.1,9.55,61.04,14.65,16.43,31.12,6671.0,3,Lettuce,InitialStage,0.45,2
2017-04-30,998.16,0.24,4.22,0.0,8.73,66.46,13.88,16.08,1.54,7545.0,0,Grain,CropDevStage,0.75,3
2017-05-01,1000.44,0.23,3.95,0.0,7.48,73.96,14.39,16.12,20.04,7325.0,0,Bean,LateSeasonStage,0.9,3
2017-05-02,1002.46,0.23,2.57,1.1,4.4,81.0,15.22,16.8,80.75,4414.0,3,Eggplant,InitialStage,0.45,1
2017-05-03,1003.25,0.23,2.96,0.9,4.9,82.46,15.39,16.35,48.46,5260.0,2,Cabbage,MidSeasonStage,1.05,3
2017-05-04,1002.21,0.22,3.51,0.0,4.95,77.33,15.37,16.32,39.17,6216.0,3,Cabbage,LateSeasonStage,0.9,3
2017-05-05,1001.1,0.22,4.26,0.0,5.65,75.25,15.82,17.11,20.0,7140.0,0,Barley,MidSeasonStage,1.15,3
2017-05-06,999.48,0.21,3.49,0.0,7.85,73.71,17.02,17.63,18.88,5538.0,0,Cabbage,InitialStage,0.45,2
2017-05-07,995.94,0.2,3.33,0.2,15.18,79.17,16.35,18.04,37.71,6072.0,1,Cucumber,LateSeasonStage,0.75,2
2017-05-08,994.49,0.2,3.16,6.7,6.0,80.75,15.28,17.43,47.79,5630.0,2,Cotton,InitialStage,0.45,0
2017-05-09,993.92,0.2,3.47,3.5,7.22,79.42,15.61,17.5,22.5,6349.0,2,Carrot,CropDevStage,0.75,1
2017-05-10,997.23,0.2,3.65,0.0,6.31,81.29,16.01,17.63,37.92,6462.0,2,Eggplant,InitialStage,0.45,2
2017-05-11,993.23,0.2,4.18,0.3,9.05,66.58,19.02,19.11,45.62,6260.0,1,Grain,CropDevStage,0.75,3
2017-05-12,993.86,0.19,4.37,0.0,6.2,77.71,19.38,20.65,18.0,7072.0,1,Eggplant,CropDevStage,0.75,3
2017-05-13,1000.77,0.19,4.35,0.0,8.22,82.12,17.64,19.77,9.71,7495.0,0,Cotton,CropDevStage,0.75,3
2017-05-14,1006.48,0.18,4.11,0.0,6.41,81.0,17.69,19.74,26.62,6861.0,2,Cotton,LateSeasonStage,0.75,3
2017-05-15,1007.57,0.18,4.18,2.0,5.12,82.88,18.01,19.99,24.46,6898.0,0,Bean,CropDevStage,0.7,2
2017-05-16,1006.45,0.17,4.57,0.1,7.85,70.5,19.15,20.59,12.5,6978.0,1,Bean,MidSeasonStage,1.1,3
2017-05-17,1003.94,0.17,4.66,0.0,8.12,63.88,19.58,20.76,4.58,6727.0,0,Grain,InitialStage,0.35,2
2017-05-18,1001.28,0.16,5.08,0.0,5.58,66.08,19.41,21.2,7.12,7538.0,0,Carrot,InitialStage,0.45,2
2017-05-19,1001.02,0.16,4.62,0.4,7.8,77.08,19.05,20.98,25.46,7393.0,1,Lettuce,LateSeasonStage,0.9,3
2017-05-20,1000.68,0.2,2.94,4.7,10.88,80.04,17.83,19.85,56.88,5181.0,53,Carrot,InitialStage,0.45,0
2017-05-21,1000.2,0.2,3.84,0.3,7.36,71.04,17.7,19.74,26.54,6173.0,2,Lettuce,InitialStage,0.45,2
2017-05-22,1002.11,0.19,4.88,0.0,7.3,69.12,18.82,20.3,7.58,7312.0,0,Cabbage,CropDevStage,0.75,3
2017-05-23,1002.92,0.19,4.2,0.0,5.45,76.08,18.94,20.53,20.25,6598.0,1,Bean,CropDevStage,0.7,2
2017-05-24,1002.65,0.18,4.1,0.8,5.24,79.88,19.33,20.83,30.08,6551.0,0,Cucumber,LateSeasonStage,0.75,3
2017-05-25,1000.43,0.18,3.44,6.5,4.78,76.75,18.91,20.79,49.54,5180.0,1,Carrot,CropDevStage,0.75,0
2017-05-26,1000.91,0.18,4.72,0.0,8.62,61.12,19.06,20.88,8.21,7130.0,0,Lentil,CropDevStage,0.75,3
2017-05-27,1002.9,0.17,4.8,0.0,7.78,67.08,19.0,20.72,4.21,7140.0,0,Bean,CropDevStage,0.7,3
2017-05-28,1004.22,0.16,5.34,0.0,8.43,58.62,20.71,22.13,4.17,7584.0,0,Cabbage,MidSeasonStage,1.05,3
2017-05-29,1002.91,0.16,5.22,0.0,6.82,60.25,20.16,21.96,5.08,7604.0,0,Lettuce,InitialStage,0.45,2
2017-05-30,1003.49,0.15,4.77,0.0,5.89,74.0,20.15,21.66,5.12,7528.0,0,Cotton,MidSeasonStage,1.15,3
2017-05-31,1005.92,0.15,4.52,0.0,6.01,75.29,20.28,21.98,15.25,7059.0,0,Cucumber,LateSeasonStage,0.75,3
2017-06-01,1005.78,0.15,4.77,0.0,6.47,74.12,20.81,22.4,14.67,7306.0,0,Bean,MidSeasonStage,1.1,3
2017-06-02,1003.83,0.15,4.56,0.0,6.49,74.58,20.76,22.06,15.21,7060.0,0,Eggplant,LateSeasonStage,0.8,3
2017-06-03,1001.08,0.15,4.78,0.5,7.08,75.88,20.93,22.62,14.58,7403.0,0,Barley,CropDevStage,0.75,3
2017-06-04,999.83,0.15,4.62,0.0,6.43,78.83,20.86,22.78,28.08,7295.0,0,Lettuce,LateSeasonStage,0.9,3
2017-06-05,997.49,0.14,5.07,0.0,5.17,74.58,21.54,23.4,36.58,7636.0,1,Eggplant,MidSeasonStage,1.15,3
2017-06-06,997.12,0.15,3.46,0.7,8.45,77.88,20.98,22.52,43.75,5126.0,2,Cotton,LateSeasonStage,0.75,2
2017-06-07,999.6,0.15,4.75,0.0,8.47,73.5,21.0,23.17,22.5,7304.0,1,Cucumber,InitialStage,0.45,2
2017-06-08,1001.79,0.15,4.69,0.0,4.8,70.42,21.53,23.48,20.71,6835.0,2,Barley,CropDevStage,0.75,3
2017-06-09,1001.21,0.14,4.85,0.0,6.38,73.88,21.62,23.82,10.71,7282.0,0,Cucumber,InitialStage,0.45,2
2017-06-10,1001.58,0.14,4.33,0.0,5.66,78.71,22.12,23.98,26.88,6419.0,0,Cucumber,LateSeasonStage,0.75,3
2017-06-11,1001.12,0.14,6.0,0.0,8.9,52.54,24.01,25.27,9.38,7689.0,1,Carrot,MidSeasonStage,1.05,3
2017-06-12,1001.33,0.14,5.99,0.0,7.31,54.5,22.78,25.15,4.17,8134.0,0,Carrot,InitialStage,0.45,2
2017-06-13,1001.08,0.14,5.39,0.0,6.17,68.62,22.84,24.71,0.25,7931.0,0,Grain,InitialStage,0.35,2
2017-06-14,1000.75,0.14,5.12,0.0,6.48,74.21,22.88,25.15,8.33,7624.0,0,Cotton,MidSeasonStage,1.15,3
2017-06-15,1000.9,0.14,5.25,0.0,6.54,73.75,23.41,25.72,3.33,7528.0,0,Bean,InitialStage,0.35,2
2017-06-16,1000.38,0.14,4.99,0.2,5.42,79.12,23.43,26.04,17.12,7228.0,0,Cucumber,InitialStage,0.45,2
2017-06-17,998.34,0.14,4.73,1.1,4.92,75.79,24.28,26.46,42.88,6556.0,1,Cucumber,LateSeasonStage,0.75,3
2017-06-18,1001.56,0.14,6.78,0.0,18.12,46.04,23.18,25.7,1.21,7927.0,0,Barley,MidSeasonStage,1.15,3
2017-06-19,1004.25,0.14,5.71,0.0,9.64,56.46,23.5,25.89,4.62,7518.0,0,Carrot,CropDevStage,0.75,3
2017-06-20,1004.65,0.14,5.14,0.0,8.09,69.33,23.05,25.73,8.04,7301.0,0,Cabbage,MidSeasonStage,1.05,3
2017-06-21,1002.36,0.14,4.73,0.0,7.46,77.21,23.05,25.8,27.0,6897.0,2,Cabbage,CropDevStage,0.75,3
2017-06-22,1003.02,0.14,5.02,0.7,5.64,76.75,23.84,26.27,10.62,7213.0,0,Carrot,MidSeasonStage,1.05,3
2017-06-23,1003.97,0.14,5.2,0.0,7.76,76.46,24.14,26.48,12.67,7445.0,0,Grain,InitialStage,0.35,2
2017-06-24,1002.8,0.14,5.03,0.0,5.97,76.5,23.91,26.57,13.71,7328.0,0,Bean,MidSeasonStage,1.1,3
2017-06-25,1000.54,0.14,4.74,0.0,7.9,77.75,24.07,26.49,28.71,6959.0,1,Cucumber,CropDevStage,0.7,3
2017-06-26,998.69,0.14,5.1,0.1,5.32,76.25,24.64,27.01,20.21,7154.0,1,Cotton,InitialStage,0.45,2
2017-06-27,996.48,0.13,5.68,0.0,9.72,76.38,25.21,27.11,20.79,7742.0,1,Grain,MidSeasonStage,1.1,3
2017-06-28,993.81,0.14,4.77,0.5,11.45,73.96,25.5,27.22,54.96,6029.0,3,Carrot,InitialStage,0.45,2
2017-06-29,994.46,0.14,5.53,0.4,10.25,75.58,25.08,27.74,9.17,7789.0,51,Grain,CropDevStage,0.75,3
2017-06-30,996.75,0.14,5.87,0.0,7.62,64.33,25.48,27.99,17.62,7606.0,1,Lentil,CropDevStage,0.75,3
2017-07-01,998.14,0.14,5.76,0.0,11.39,55.92,24.04,26.97,6.92,7369.0,0,Barley,LateSeasonStage,0.45,2
2017-07-02,998.27,0.14,5.13,0.4,9.58,62.79,23.02,25.85,9.5,7014.0,0,Eggplant,InitialStage,0.45,2
2017-07-03,1001.61,0.14,5.68,0.0,7.9,59.67,23.7,26.36,4.75,7606.0,0,Carrot,LateSeasonStage,0.9,3
2017-07-04,1003.89,0.14,6.09,0.0,7.81,57.46,24.42,26.8,1.75,7825.0,0,Bean,InitialStage,0.35,2
2017-07-05,1003.61,0.14,5.66,0.0,6.4,64.0,24.65,27.21,3.29,7597.0,0,Lentil,MidSeasonStage,1.1,3
2017-07-06,1003.78,0.14,5.68,0.0,5.59,68.5,25.78,27.66,4.29,7505.0,0,Bean,MidSeasonStage,1.1,3
2017-07-07,1003.55,0.14,5.71,0.0,6.04,70.25,25.62,27.85,2.0,7721.0,0,Lettuce,InitialStage,0.45,2
2017-07-08,1001.72,0.14,5.7,0.0,6.23,70.79,25.4,27.85,0.46,7718.0,0,Bean,MidSeasonStage,1.1,3
2017-07-09,1000.58,0.13,5.74,0.0,6.0,67.67,25.47,27.78,1.04,7782.0,0,Cucumber,InitialStage,0.45,2
2017-07-10,1000.37,0.13,5.91,0.0,6.43,66.04,25.66,27.79,2.83,7892.0,0,Carrot,CropDevStage,0.75,3
2017-07-11,1001.65,0.13,6.15,0.0,6.0,58.62,26.29,27.79,0.0,8069.0,0,Bean,LateSeasonStage,0.9,3
2017-07-12,999.75,0.13,6.07,0.0,6.71,59.62,25.98,28.11,1.29,7905.0,0,Eggplant,InitialStage,0.45,2
2017-07-13,997.35,0.13,5.34,0.0,6.94,77.67,25.6,28.51,16.08,7319.0,1,Eggplant,LateSeasonStage,0.8,3
2017-07-14,995.58,0.13,4.63,0.3,5.4,77.83,25.22,28.2,22.5,6531.0,1,Cabbage,CropDevStage,0.75,3
2017-07-15,996.39,0.13,5.05,0.5,7.25,68.46,25.78,28.56,22.5,6421.0,1,Cabbage,InitialStage,0.45,2
2017-07-16,999.62,0.14,6.79,0.0,15.36,44.46,24.5,27.5,8.83,7678.0,1,Lettuce,CropDevStage,0.6,3
2017-07-17,1002.15,0.13,6.49,0.0,11.43,44.42,24.32,27.1,0.25,7881.0,0,Barley,CropDevStage,0.75,3
2017-07-18,1003.58,0.13,6.03,0.0,8.81,57.88,23.95,26.98,0.12,7875.0,0,Cotton,MidSeasonStage,1.15,3
2017-07-19,1003.16,0.13,5.45,0.0,6.43,66.92,24.24,27.02,2.12,7620.0,0,Carrot,LateSeasonStage,0.9,3
2017-07-20,999.95,0.13,5.56,0.0,6.53,68.33,24.37,26.89,0.25,7677.0,0,Grain,InitialStage,0.35,2
2017-07-21,999.31,0.13,5.65,0.0,5.05,66.0,25.37,27.59,1.38,7707.0,0,Cucumber,LateSeasonStage,0.75,3
2017-07-22,1000.5,0.13,5.75,0.0,5.77,61.25,26.01,28.11,0.25,7529.0,0,Cabbage,LateSeasonStage,0.9,3
2017-07-23,1000.66,0.13,5.43,0.0,6.96,75.83,25.35,28.03,2.42,7580.0,0,Grain,MidSeasonStage,1.1,3
2017-07-24,995.17,0.13,5.03,0.0,12.97,76.46,25.02,27.77,27.92,6757.0,0,Lettuce,MidSeasonStage,1.0,3
2017-07-25,991.18,0.14,4.27,1.0,10.24,69.04,23.73,26.64,40.71,5893.0,1,Cabbage,LateSeasonStage,0.9,3
2017-07-26,991.84,0.16,4.01,5.5,5.86,73.79,22.63,25.46,34.12,6037.0,0,Lettuce,LateSeasonStage,0.9,0
2017-07-27,995.91,0.18,4.52,0.5,6.74,74.17,23.39,25.72,19.67,6468.0,1,Lettuce,CropDevStage,0.6,2
2017-07-28,1000.02,0.17,4.99,0.0,7.63,72.75,24.0,26.31,13.38,7190.0,0,Barley,InitialStage,0.35,2
2017-07-29,1002.4,0.16,5.01,0.0,5.35,73.04,24.48,27.17,11.08,7135.0,0,Carrot,MidSeasonStage,1.05,3
2017-07-30,1001.58,0.15,5.33,0.0,5.35,72.46,25.67,27.77,0.58,7344.0,0,Lentil,CropDevStage,0.75,3
2017-07-31,1001.36,0.15,5.41,0.0,5.44,71.25,26.77,28.4,3.0,6989.0,0,Cotton,MidSeasonStage,1.15,3
2017-08-01,1002.09,0.15,5.73,0.0,6.88,62.0,28.6,29.75,2.92,6874.0,0,Lentil,InitialStage,0.45,2
2017-08-02,1002.58,0.14,5.72,0.0,5.8,63.67,28.23,29.82,1.12,7110.0,0,Bean,MidSeasonStage,1.1,3
2017-08-03,1001.15,0.14,5.41,0.0,5.5,73.79,27.3,29.83,5.92,6995.0,0,Grain,InitialStage,0.35,2
2017-08-04,998.96,0.14,5.42,0.0,5.56,74.29,27.72,30.22,0.88,7047.0,0,Cotton,MidSeasonStage,1.15,3
2017-08-05,997.93,0.14,5.47,0.0,5.78,70.46,27.82,29.89,1.0,7142.0,0,Barley,CropDevStage,0.75,3
2017-08-06,997.24,0.14,5.4,0.0,6.24,73.12,27.46,29.58,1.0,7206.0,0,Cucumber,MidSeasonStage,0.9,3
2017-08-07,998.12,0.14,5.2,0.0,5.0,76.71,28.09,30.37,9.75,6715.0,0,Barley,InitialStage,0.35,2
2017-08-08,999.56,0.14,5.26,0.0,5.4,77.71,27.88,30.29,4.38,6978.0,0,Bean,InitialStage,0.35,2
2017-08-09,999.64,0.13,5.71,0.0,5.72,67.29,28.97,30.49,0.0,7155.0,0,Lentil,CropDevStage,0.75,3
2017-08-10,998.8,0.13,5.82,0.0,6.86,62.67,29.05,30.58,0.29,7179.0,0,Cotton,CropDevStage,0.75,3
2017-08-11,999.84,0.13,5.51,0.0,15.16,66.04,25.27,28.66,9.08,7053.0,0,Cucumber,InitialStage,0.45,2
2017-08-12,999.36,0.14,4.61,0.0,12.76,56.29,23.06,26.39,22.21,5989.0,0,Cabbage,LateSeasonStage,0.9,3
2017-08-13,1000.94,0.14,4.96,0.0,8.31,54.04,24.24,27.0,12.5,6257.0,0,Cucumber,LateSeasonStage,0.75,3
2017-08-14,1003.24,0.13,5.45,0.0,8.11,55.79,25.01,27.86,1.79,6937.0,0,Cotton,LateSeasonStage,0.75,3
2017-08-15,1003.92,0.13,5.27,0.0,7.49,63.08,25.13,27.95,1.21,6893.0,0,Cabbage,CropDevStage,0.75,3
2017-08-16,1001.74,0.13,5.2,0.0,6.97,67.46,25.87,28.37,2.33,6699.0,0,Grain,LateSeasonStage,0.65,3
2017-08-17,1000.64,0.13,5.16,0.0,4.85,60.62,26.94,28.78,5.92,6753.0,0,Grain,MidSeasonStage,1.1,3
2017-08-18,1001.12,0.13,4.91,0.0,6.24,63.54,26.89,28.7,4.92,6260.0,0,Bean,CropDevStage,0.7,3
2017-08-19,1000.34,0.13,4.86,0.0,6.29,75.21,25.32,28.22,7.21,6697.0,0,Carrot,InitialStage,0.45,2
2017-08-20,998.89,0.13,4.41,0.0,6.27,74.96,24.83,27.85,24.25,6209.0,1,Eggplant,InitialStage,0.45,2
2017-08-21,999.32,0.13,5.77,0.0,11.83,48.12,25.23,27.93,14.88,6484.0,0,Grain,LateSeasonStage,0.65,3
2017-08-22,1001.24,0.13,5.64,0.0,10.32,47.04,24.41,27.7,2.96,6783.0,1,Carrot,LateSeasonStage,0.9,3
2017-08-23,1002.14,0.13,5.08,0.0,6.64,57.62,23.69,26.99,0.04,6778.0,0,Eggplant,MidSeasonStage,1.15,3
2017-08-24,1004.3,0.13,4.7,0.0,5.34,70.62,24.77,26.95,2.33,6439.0,0,Grain,CropDevStage,0.75,3
2017-08-25,1004.77,0.13,4.72,0.0,5.86,71.08,25.11,27.35,3.38,6317.0,0,Cucumber,CropDevStage,0.7,3
2017-08-26,1002.68,0.13,4.73,0.0,5.6,72.25,25.4,27.45,2.96,6293.0,0,Cabbage,LateSeasonStage,0.9,3
2017-08-27,1000.8,0.13,4.29,0.6,5.34,78.12,25.36,27.73,6.33,5919.0,0,Bean,LateSeasonStage,0.9,3
2017-08-28,999.17,0.13,4.45,0.0,5.46,77.58,25.22,27.8,3.25,6275.0,0,Lentil,LateSeasonStage,0.5,2
2017-08-29,998.57,0.13,4.92,0.0,5.72,63.33,26.48,28.58,4.75,6170.0,0,Cotton,MidSeasonStage,1.15,3
2017-08-30,1000.47,0.13,5.07,0.0,6.91,59.79,25.45,28.31,0.08,6560.0,0,Grain,MidSeasonStage,1.1,3
2017-08-31,1002.4,0.13,4.38,0.0,6.25,76.71,24.78,27.24,11.62,6193.0,0,Eggplant,MidSeasonStage,1.15,3
2017-09-01,1000.72,0.14,3.06,3.4,8.36,82.0,24.34,26.75,49.38,4389.0,2,Cabbage,CropDevStage,0.75,0
2017-09-02,997.49,0.28,1.86,34.1,11.54,83.33,22.19,24.12,63.46,2226.0,51,Cucumber,InitialStage,0.45,0
2017-09-03,996.47,0.33,4.31,3.1,11.84,60.92,21.01,23.27,20.12,5957.0,53,Cotton,InitialStage,0.45,0
2017-09-04,1001.91,0.29,4.02,0.0,6.4,63.38,20.98,23.17,15.83,5681.0,1,Bean,CropDevStage,0.7,2
2017-09-05,1004.83,0.26,3.53,0.0,4.46,72.67,21.48,22.98,16.08,5160.0,0,Barley,InitialStage,0.35,1
2017-09-06,1003.8,0.25,3.73,0.0,5.73,75.46,22.11,23.38,31.62,5547.0,0,Bean,InitialStage,0.35,1
2017-09-07,999.32,0.32,1.6,18.6,4.98,86.88,21.23,22.33,91.96,2280.0,2,Eggplant,CropDevStage,0.75,0
2017-09-08,996.97,0.34,3.54,5.1,6.26,81.58,21.78,23.4,45.46,5230.0,51,Cabbage,CropDevStage,0.75,0
2017-09-09,994.92,0.36,2.58,1.7,7.47,79.92,20.82,22.55,51.12,3871.0,53,Cabbage,CropDevStage,0.75,2
2017-09-10,990.81,0.38,2.68,51.9,14.7,79.67,22.39,23.14,73.58,3654.0,1,Bean,LateSeasonStage,0.9,0
2017-09-11,986.67,0.42,1.64,37.1,15.39,85.88,19.42,21.2,84.38,2296.0,61,Eggplant,InitialStage,0.45,0
2017-09-12,996.95,0.39,3.66,0.2,14.06,70.46,21.69,22.45,31.62,5028.0,1,Barley,MidSeasonStage,1.15,3
2017-09-13,1004.55,0.37,3.25,0.0,5.41,73.83,20.67,21.96,22.38,4824.0,1,Bean,LateSeasonStage,0.9,2
2017-09-14,1002.82,0.35,2.91,0.0,7.27,77.0,20.36,21.28,40.54,4232.0,0,Lentil,LateSeasonStage,0.5,1
2017-09-15,999.01,0.34,3.4,0.0,5.72,78.88,20.69,22.09,20.12,5328.0,1,Cabbage,CropDevStage,0.75,2
2017-09-16,997.45,0.32,3.24,0.0,6.15,81.46,21.94,22.45,35.17,4731.0,0,Cabbage,MidSeasonStage,1.05,3
2017-09-17,1000.02,0.34,3.22,3.8,10.15,75.08,20.45,21.9,24.0,4723.0,2,Cucumber,LateSeasonStage,0.75,0
2017-09-18,1001.52,0.33,3.27,0.0,5.97,68.79,19.17,20.56,20.12,5144.0,0,Carrot,LateSeasonStage,0.9,2
2017-09-19,997.11,0.36,2.98,10.7,12.79,71.46,18.44,19.48,43.79,4343.0,1,Grain,LateSeasonStage,0.65,0
2017-09-20,997.77,0.39,2.97,3.9,10.42,68.25,16.38,18.57,27.75,4601.0,53,Eggplant,MidSeasonStage,1.15,1
2017-09-21,1004.06,0.35,3.31,0.0,6.12,63.17,17.28,18.67,3.83,5252.0,0,Lettuce,InitialStage,0.45,1
2017-09-22,1006.18,0.33,3.27,0.0,5.2,71.54,18.01,18.67,2.96,5268.0,0,Cucumber,InitialStage,0.45,1
2017-09-23,1006.36,0.32,3.17,0.0,5.11,75.04,18.46,19.03,11.29,5098.0,0,Carrot,InitialStage,0.45,1
2017-09-24,1002.92,0.31,2.93,0.0,5.04,77.04,18.65,19.32,21.04,4708.0,1,Eggplant,CropDevStage,0.75,2
2017-09-25,1001.36,0.3,2.74,0.2,5.88,77.79,18.55,19.49,18.83,4362.0,0,Bean,CropDevStage,0.7,2
2017-09-26,1002.83,0.3,2.3,0.7,5.22,73.79,18.34,19.51,43.33,3598.0,1,Grain,MidSeasonStage,1.1,2
2017-09-27,1004.69,0.3,2.86,0.2,8.27,69.62,19.25,19.88,28.88,4145.0,2,Carrot,LateSeasonStage,0.9,2
2017-09-28,1006.59,0.29,3.05,0.0,7.62,70.46,19.37,20.2,10.08,4393.0,0,Cucumber,InitialStage,0.45,1
2017-09-29,1005.0,0.28,2.83,0.0,7.62,67.46,18.67,19.83,9.96,4218.0,0,Lettuce,CropDevStage,0.6,2
2017-09-30,1003.18,0.27,2.96,0.0,6.68,68.5,18.29,19.61,6.62,4450.0,0,Barley,CropDevStage,0.75,2
2017-10-01,1004.47,0.26,2.63,0.0,5.64,77.79,18.03,19.38,43.38,4066.0,0,Barley,CropDevStage,0.75,2
2017-10-02,1006.58,0.25,2.85,0.0,6.9,73.75,19.01,19.78,21.96,4401.0,2,Lettuce,MidSeasonStage,1.0,2
2017-10-03,1006.29,0.25,2.84,0.0,5.72,79.17,18.74,19.73,1.96,4528.0,0,Cotton,InitialStage,0.45,1
2017-10-04,1007.3,0.24,2.94,0.0,4.66,77.67,19.9,20.24,15.29,4491.0,1,Cotton,InitialStage,0.45,1
2017-10-05,1004.04,0.24,2.95,0.0,5.38,81.88,20.01,20.45,1.46,4593.0,0,Lentil,CropDevStage,0.75,2
2017-10-06,994.22,0.24,2.15,2.5,7.03,85.21,18.58,19.86,51.67,3293.0,2,Lettuce,CropDevStage,0.6,1
2017-10-07,999.93,0.25,3.72,0.5,15.23,51.12,15.94,17.99,8.5,4605.0,51,Lettuce,InitialStage,0.45,2
2017-10-08,1003.0,0.24,2.79,0.0,6.11,63.38,15.88,16.87,8.33,4496.0,0,Lentil,CropDevStage,0.75,2
2017-10-09,1002.19,0.24,2.28,0.0,6.63,75.54,16.75,17.22,24.46,3502.0,1,Grain,CropDevStage,0.75,2
2017-10-10,1003.58,0.24,2.13,0.2,5.08,82.08,17.47,18.35,46.67,3445.0,1,Grain,InitialStage,0.35,1
2017-10-11,1006.85,0.23,2.81,0.0,6.89,74.0,18.04,18.77,5.67,4289.0,1,Grain,CropDevStage,0.75,2
2017-10-12,1009.56,0.22,2.61,0.0,4.82,81.46,18.23,18.58,4.67,4279.0,0,Cotton,MidSeasonStage,1.15,3
2017-10-13,1010.16,0.22,2.63,0.0,5.42,84.29,17.79,18.55,16.5,4206.0,1,Cucumber,InitialStage,0.45,1
2017-10-14,1010.89,0.21,2.79,0.0,6.31,78.12,17.78,18.77,3.29,4277.0,0,Lentil,LateSeasonStage,0.5,1
2017-10-15,1011.75,0.21,2.78,0.0,5.14,75.33,18.32,18.64,0.96,4271.0,0,Eggplant,MidSeasonStage,1.15,3
2017-10-16,1011.56,0.21,2.64,0.0,3.29,82.46,18.81,18.34,9.62,4208.0,0,Cotton,CropDevStage,0.75,2
2017-10-17,1009.53,0.2,2.46,0.0,3.43,83.71,18.42,18.52,23.12,3964.0,2,Cucumber,InitialStage,0.45,1
2017-10-18,1005.21,0.2,2.21,0.0,3.45,82.5,17.6,17.65,19.54,3715.0,0,Barley,CropDevStage,0.75,2
2017-10-19,1003.17,0.2,2.08,0.0,3.2,79.62,17.3,17.44,25.38,3423.0,0,Barley,InitialStage,0.35,1
2017-10-20,1003.9,0.19,2.23,0.0,4.61,80.33,17.49,17.55,19.75,3685.0,0,Carrot,LateSeasonStage,0.9,2
2017-10-21,1005.34,0.19,2.37,0.0,4.78,82.29,17.36,17.62,11.46,3896.0,0,Bean,MidSeasonStage,1.1,2
2017-10-22,1001.25,0.25,1.56,14.7,11.36,84.04,18.12,17.38,55.29,2196.0,0,Barley,CropDevStage,0.75,0
2017-10-23,994.88,0.31,2.44,1.3,12.84,57.25,15.38,16.75,15.29,3110.0,1,Cabbage,MidSeasonStage,1.05,2
2017-10-24,998.65,0.29,3.09,0.0,13.02,48.58,15.59,16.32,19.29,2980.0,0,Barley,LateSeasonStage,0.45,1
2017-10-25,1005.25,0.27,2.63,0.0,10.45,61.08,15.68,16.4,7.38,3332.0,0,Cabbage,InitialStage,0.45,1
2017-10-26,1010.19,0.25,2.25,0.0,6.11,73.79,15.68,16.2,2.29,3692.0,0,Barley,InitialStage,0.35,1
2017-10-27,1003.56,0.25,1.63,0.5,5.32,81.71,16.7,16.2,51.12,2795.0,0,Cotton,LateSeasonStage,0.75,1
2017-10-28,1000.81,0.24,2.82,0.0,11.97,55.96,15.48,16.16,7.21,3622.0,1,Lentil,LateSeasonStage,0.5,1
2017-10-29,996.62,0.23,2.01,0.0,8.55,72.88,15.54,15.5,40.62,3085.0,0,Barley,CropDevStage,0.75,2
2017-10-30,997.85,0.23,2.11,0.0,8.12,69.62,16.1,16.89,50.42,2868.0,0,Lettuce,InitialStage,0.45,1
2017-10-31,1005.42,0.22,3.09,0.0,17.22,45.75,15.15,16.18,50.46,1847.0,1,Lettuce,CropDevStage,0.6,2
2017-11-01,1007.68,0.21,2.24,0.0,9.43,61.62,13.29,14.65,0.54,3507.0,0,Lentil,InitialStage,0.45,1
2017-11-02,1006.81,0.21,1.91,0.0,5.77,75.04,13.56,14.12,26.17,3295.0,0,Grain,CropDevStage,0.75,1
2017-11-03,1002.95,0.21,1.29,0.0,3.74,79.25,15.39,15.07,54.75,2146.0,2,Bean,LateSeasonStage,0.9,1
2017-11-04,1003.04,0.2,1.77,0.0,5.21,77.04,14.87,15.03,15.96,3205.0,0,Cucumber,LateSeasonStage,0.75,1
2017-11-05,999.65,0.24,1.51,26.7,13.33,83.5,15.28,15.15,58.04,2329.0,0,Cotton,InitialStage,0.45,0
2017-11-06,993.29,0.4,1.12,30.5,7.9,84.71,14.42,15.63,88.71,1926.0,63,Cucumber,MidSeasonStage,0.9,0
